15;1076547602;147.228.57.22;9403dd38873890693d49ca5389e0b72b;/;
12;1076551151;65.54.188.34;d218855f08712ca952f57142d5999146;/dt/cetelem.php?castka=8980&typ=deset;
10;1076551151;194.212.169.221;52307613f4214f7ab1d18f5dbcb0eb9a;/ls/?id=4;http://www.shop1.cz/ct/?c=141
14;1076551162;65.54.188.29;dfbb59f09310d8d1eaf70cdcce374b0c;/dt/prisl.php?id=8273;
16;1076551163;63.206.169.171;62c4437e1a44760aeb7dac23558a80b0;/;
11;1076551168;65.54.188.19;0da6711f12a17525f4b825fcee41fc1c;/dt/?c=949&tisk=ano&tisk=ano;
10;1076551170;194.212.169.221;52307613f4214f7ab1d18f5dbcb0eb9a;/ls/?id=3;http://www.shop1.cz/ls/?id=4
14;1076551177;65.54.188.29;7f486269cce03589345610aed73a6f58;/poradna/index.php?th=16894&ths=1;
10;1076551177;194.212.169.221;52307613f4214f7ab1d18f5dbcb0eb9a;/ls/preber.php;http://www.shop1.cz/ls/?id=3
10;1076551177;194.212.169.221;52307613f4214f7ab1d18f5dbcb0eb9a;/ls/?filtr=5&id=3&sort=&view=1,9,11,29,35;http://www.shop1.cz/ls/?id=3
14;1076551186;65.54.188.29;a51d9efba4879e043c221b9ad107b965;/dt/obr.php?id=2685;
11;1076551197;65.54.188.19;73bb77373df4dcf68ad7d297b1108c7e;/dt/?c=6034&tisk=ano&tisk=ano&tisk=ano;
14;1076551199;65.54.188.29;0c2622ad24f2dd33add755bf943c110b;/poradna/index.php?th=17203&ths=1;
